id,name,latitude,longitude,dpcapacity,online_date,elevation
446,Western Ave & 28th St,41.84151771,-87.68513144,15,5/21/2015,543
382,Western Ave & Congress Pkwy,41.87474885,-87.68644528,19,4/27/2015,543
305,Western Ave & Division St,41.902893,-87.687275,15,9/21/2013,543
452,Western Ave & Granville Ave,41.99416137,-87.68943828,15,05/12/2015,543
527,Western Ave & Howard St,42.018901,-87.690048,19,07/08/2016,543
239,Western Ave & Leland Ave,41.966555,-87.688487,19,8/21/2013,543
467,Western Ave & Lunt Ave,42.0085944,-87.69049224,15,5/15/2015,1902
381,Western Ave & Monroe St,41.87978771,-87.68611281,15,4/27/2015,1902
493,Western Ave & Roscoe St,41.94302616,-87.68739454,15,05/04/2015,1902
374,Western Ave & Walton St,41.89841769,-87.68659602,15,4/27/2015,1902
116,Western Ave & Winnebago Ave,41.915401,-87.687202,15,7/26/2013,1902
594,Western Blvd & 48th Pl,41.805661,-87.683392,15,6/17/2016,1902
117,Wilton Ave & Belmont Ave,41.94018,-87.65304,23,08/02/2013,1902
13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,27,6/20/2013,1902
505,Winchester Ave & Elston Ave,41.92409085,-87.67646007,15,05/07/2015,1902
613,Wisconsin Ave & Madison St,41.879837,-87.80224,11,6/28/2016,1399
519,Wolcott Ave & Fargo Ave,42.016977,-87.677725,11,07/07/2016,1399
342,Wolcott Ave & Polk St,41.871262,-87.673688,15,10/12/2013,1399
369,Wood St & 35th St,41.83010465,-87.67029831,11,4/14/2015,1399
17,Wood St & Division St,41.90332,-87.67273,15,6/20/2013,1399
285,Wood St & Grand Ave,41.89113,-87.67203,15,9/13/2013,1399
61,Wood St & Milwaukee Ave,41.907655,-87.672552,15,6/18/2013,1399
317,Wood St & Taylor St,41.869154,-87.671045,23,9/21/2013,2786
248,Woodlawn Ave & 55th St,41.795264,-87.596471,19,8/23/2013,2786
569,Woodlawn Ave & 75th St,41.75916,-87.595751,15,6/23/2016,2786
413,Woodlawn Ave & Lake Park Ave,41.81409271,-87.59700515,15,4/14/2015,2786
396,Yates Blvd & 75th St,41.758768,-87.56644,11,05/07/2015,2786
